1,0.30834,104.94535
2,0.36285,441.86072
3,0.46058,480.58646
4,0.63321,127.76131
5,0.79966,221.3884
6,0.84546,730.46004
7,0.9741,487.99401
8,1.00297,41.48475
9,1.08279,485.35511
10,1.09002,336.18339
11,1.12933,850.41294
12,1.51303,470.03696
13,1.67509,682.31986
14,1.68775,842.5898
15,1.85123,612.75134
16,1.85863,731.32934
17,1.86198,438.8822
18,1.87922,494.78942
19,1.99094,178.46091
20,2.04592,154.35045
21,2.48299,96.22681
22,2.51573,374.51722
23,2.57445,256.57281
24,2.60175,746.11891
25,2.74409,721.89566
26,2.79847,413.01118
27,2.82685,194.92935
28,2.87256,301.05986
29,2.94316,867.49819
30,3.13643,325.48886
31,3.34827,528.4962
32,3.3693,86.67738
33,3.45617,989.24874
34,3.51571,570.06551
35,3.5632,92.90108
36,3.62918,248.16741
37,3.63259,667.74659
38,3.72106,249.51125
39,3.82253,694.12008
40,3.94531,337.0842
41,3.94741,185.19705
42,3.94869,40.30472
43,3.99689,616.51615
44,4.14646,1.77546
45,4.19204,199.74227
46,4.19362,334.99119
47,4.20392,647.12998
48,4.27578,246.82022
49,4.47076,983.33294
50,4.4728,750.02039
51,4.49077,423.63066
52,4.95611,459.26117
53,5.19767,928.44965
54,5.46384,990.06674
55,5.48604,397.63928
56,5.67382,99.40077
57,5.67883,390.77342
58,5.77843,257.40476
59,5.83814,13.66025
60,5.86564,988.94678
61,5.98705,108.51734
62,6.25912,311.95646
63,6.26584,127.34887
64,6.65257,623.65907
65,6.75361,717.13961
66,6.8132,523.76336
67,6.91364,790.11187
68,7.09554,83.85336
69,7.25059,410.34246
70,7.2731,319.1751
71,7.30741,322.05128
72,7.30781,24.45956
73,7.33489,969.03574
74,7.55757,897.07125
75,7.59556,65.67733
76,7.72743,112.64122
77,7.79708,928.45729
78,7.88876,677.93644
79,8.07756,156.45585
80,8.16475,558.2665
81,8.24062,35.90613
82,8.24853,143.37653
83,8.34318,91.77642
84,8.36191,694.87855
85,8.37086,770.53331
86,8.38565,123.23644
87,8.43738,310.75518
88,8.53946,130.705
89,8.65573,672.52474
90,8.66832,558.5607
91,8.81421,779.70546
92,8.89062,512.08697
93,8.89571,649.33547
94,8.93757,66.73906
95,9.16646,377.43643
96,9.39514,798.13269
97,9.41284,940.24246
98,9.41689,344.35387
99,9.43749,506.71101
100,9.54502,8.33403
101,9.5858,37.83381
102,9.64643,372.47056
103,9.81603,659.12682
104,10.10963,155.81697
105,10.17393,674.18925
106,10.5157,708.41157
107,10.63785,440.97561
108,10.67901,116.91167
109,10.88478,343.45677
110,10.88978,891.15515
111,10.97699,186.65263
112,10.99732,83.712
113,11.00693,739.07547
114,11.04529,904.81872
115,11.05765,906.82889
116,11.11446,989.80344
117,11.12752,283.78384
118,11.14498,722.90069
119,11.1463,273.50802
120,11.27558,117.98044
121,11.36415,327.35189
122,11.84304,766.31049
123,11.90187,123.40603
124,11.99241,615.94504
125,12.16537,271.92621
126,12.21799,947.60039
127,12.23142,115.7324
128,12.37842,430.40932
129,12.50569,433.02926
130,12.64905,839.37258
131,12.65671,149.24151
132,13.02904,483.99646
133,13.18213,971.24029
134,13.41557,327.81076
135,13.49829,539.24458
136,14.18008,392.32053
137,14.50274,952.35558
138,14.50892,648.46058
139,14.53092,772.86659
140,14.56966,196.82788
141,14.59286,623.60286
142,14.5935,453.88566
143,14.77811,721.04303
144,14.86713,530.78556
145,14.92342,305.91893
146,14.95574,256.919
147,14.98779,64.59223
148,15.212,443.73447
149,15.22386,109.12524
150,15.27882,874.46668
151,15.28602,773.8638
152,15.37173,885.35923
153,15.58733,349.45228
154,15.74376,964.24855
155,16.00405,917.04167
156,16.07684,729.56785
157,16.22403,122.17599
158,16.30852,316.51804
159,16.36694,141.96534
160,16.54278,397.49672
161,16.70953,677.67495
162,17.01825,747.41839
163,17.0206,494.68884
164,17.14002,481.30699
165,17.37521,639.63875
166,17.67913,204.72319
167,17.68653,959.75273
168,17.76088,843.67455
169,17.99279,961.38506
170,18.17192,18.22309
171,18.18357,332.14368
172,18.32387,91.98178
173,18.34953,916.15578
174,18.39408,728.94305
175,18.43787,810.92497
176,18.48598,486.18255
177,18.49634,357.99924
178,18.52671,496.43584
179,18.60096,158.43435
180,19.1355,250.99465
181,19.20762,496.13152
182,19.22448,989.25673
183,19.33525,701.76521
184,19.52785,290.22431
185,19.65138,358.5822
186,19.90611,942.76877
187,20.07452,470.04535
188,20.10705,463.94433
189,20.22935,743.32413
190,20.27973,149.58552
191,20.41903,659.18994
192,20.46916,579.29878
193,20.48604,256.65738
194,20.48719,859.7003
195,20.57783,844.69769
196,20.71476,214.35456
197,20.86513,807.53294
198,20.9113,306.41756
199,20.94145,191.27258
200,21.07362,224.05412
201,21.37233,232.1924
202,21.41316,883.26276
203,21.55608,231.40551
204,21.60467,703.44652
205,21.6488,882.23407
206,21.71528,873.37372
207,21.76537,297.8455
208,21.78409,427.46483
209,21.8038,649.32716
210,21.94821,855.06025
211,21.99724,439.90513
212,22.03912,147.36495
213,22.08688,821.41337
214,22.11717,278.53383
215,22.17465,733.05831
216,22.47438,11.64301
217,22.58434,304.40843
218,22.60626,415.90752
219,22.64858,621.34816
220,22.82405,766.23053
221,22.98045,418.73409
222,23.03567,983.27624
223,23.07244,659.42006
224,23.1183,43.71474
225,23.1472,194.58103
226,23.17244,362.79672
227,23.19051,466.71038
228,23.2616,253.70644
229,23.4991,883.73249
230,23.86762,879.81883
231,23.96734,833.51446
232,23.99701,167.61479
233,24.00928,101.02149
234,24.04017,872.16561
235,24.17063,913.96779
236,24.73575,349.59116
237,24.82894,953.36679
238,24.88762,319.48951
239,24.9043,718.46404
240,24.91678,651.85571
241,24.94937,288.35536
242,24.99412,938.36934
243,24.99878,73.18654
244,25.05615,875.77876
245,25.09461,704.8767
246,25.14151,194.66563
247,25.15445,830.65192
248,25.55366,556.77514
249,25.5839,678.66699
250,25.64973,813.7818
251,25.71267,601.6486
252,25.81043,759.24053
253,25.87126,400.16114
254,25.8793,275.83088
255,25.92193,970.93139
256,26.02821,335.19957
257,26.02864,158.86887
258,26.18926,324.01964
259,26.21831,392.69725
260,26.24985,566.17209
261,26.38212,81.12718
262,26.39207,383.84543
263,26.4299,180.57809
264,26.75989,772.01103
265,26.81186,571.98728
266,26.91339,955.21479
267,27.07708,930.49937
268,27.1074,800.38889
269,27.4283,437.09879
270,27.47059,874.5266
271,27.74259,767.91521
272,27.76058,135.66093
273,27.83271,682.42797
274,27.90291,798.95434
275,27.99497,243.72518
276,28.01546,968.78794
277,28.01596,996.10546
278,28.1758,946.53093
279,28.36192,568.67606
280,28.42332,522.27543
281,29.07312,496.49779
282,29.10232,37.53761
283,29.23832,376.96326
284,29.25886,839.94423
285,29.65126,172.69404
286,30.01207,179.98233
287,30.0678,957.11441
288,30.49055,360.07102
289,30.50026,200.53712
290,30.52311,946.44095
291,30.61226,596.51777
292,30.62384,647.19906
293,30.67202,688.70103
294,30.89996,952.19251
295,30.9077,491.22746
296,30.94009,477.04751
297,30.94642,846.48096
298,31.36447,183.09001
299,31.51541,50.07604
300,31.63762,337.78329
301,31.65364,407.25875
302,31.90253,72.00365
303,32.08904,421.97791
304,32.11696,873.91293
305,32.21112,967.65501
306,32.22423,50.16015
307,32.3383,472.87471
308,32.40354,128.88249
309,32.43291,149.31128
310,32.50031,237.29092
311,32.57917,269.66133
312,32.78074,88.99223
313,32.93968,144.07229
314,32.9863,110.77518
315,33.02282,558.08977
316,33.35743,629.22533
317,33.3722,206.32363
318,33.38658,983.62099
319,33.43355,60.68999
320,33.47192,317.04674
321,33.4756,610.3723
322,33.49153,479.03511
323,33.55777,803.30332
324,33.58555,145.71447
325,33.79186,84.71139
326,33.85235,975.68262
327,33.9941,94.29158
328,34.41715,457.41768
329,34.42838,489.82994
330,34.44929,391.77589
331,34.57931,228.95341
332,34.7386,405.93848
333,34.8699,614.64821
334,34.92727,237.91083
335,35.2471,104.0594
336,35.41066,495.43861
337,35.4107,168.20057
338,35.4367,770.26255
339,35.56593,503.10715
340,35.57103,526.47354
341,35.93078,30.62646
342,35.97784,932.57436
343,35.98208,79.97057
344,36.0476,283.64555
345,36.08551,377.3284
346,36.16386,37.01644
347,36.18345,504.35588
348,36.19812,851.49562
349,36.38256,803.95768
350,36.43833,174.22007
351,36.48134,121.49708
352,36.51504,445.81347
353,36.66055,173.26909
354,36.81755,654.1427
355,36.86465,896.22891
356,36.964,982.62694
357,37.00493,459.5537
358,37.24577,991.20138
359,37.27866,507.1763
360,37.35487,143.53168
361,37.38464,202.10832
362,37.68407,607.3237
363,37.77334,710.54642
364,38.07553,152.81531
365,38.18674,7.83178
366,38.35471,796.44611
367,38.48287,733.36126
368,38.52426,888.59037
369,38.54213,11.54042
370,38.67296,132.99878
371,38.83115,408.18504
372,38.98878,201.44921
373,38.99507,928.0195
374,39.0041,751.23492
375,39.10618,40.09585
376,39.13436,899.31723
377,39.35834,521.98157
378,39.35876,28.2884
379,39.39713,319.22995
380,39.40394,39.0932
381,39.42666,103.81313
382,39.4494,608.84865
383,39.87386,945.63366
384,39.89297,476.45066
385,40.04479,377.33448
386,40.12642,729.37086
387,40.15746,512.89429
388,40.17263,885.69594
389,40.22562,706.68526
390,40.37232,605.19421
391,40.46004,979.90866
392,40.53245,578.99732
393,40.56227,799.10061
394,40.63343,897.92276
395,40.74822,120.08197
396,40.78661,396.39081
397,40.89396,250.12071
398,40.95226,935.78832
399,41.23769,614.03859
400,41.35042,606.62108
401,41.48414,247.33437
402,41.55393,211.06432
403,41.99538,96.24453
404,42.08299,119.62079
405,42.09413,315.35258
406,42.25003,47.85438
407,42.26476,741.51873
408,42.27137,689.7971
409,42.355,349.34666
410,42.48172,32.80539
411,42.4942,410.2681
412,42.57453,101.87786
413,42.67675,870.3666
414,42.97263,317.5197
415,42.99158,276.37272
416,43.04536,449.07605
417,43.1971,605.72287
418,43.23972,259.81206
419,43.23995,132.16314
420,43.53998,170.58415
421,43.54117,977.92326
422,43.64451,357.69413
423,43.67837,662.00231
424,43.7166,430.04574
425,43.75879,698.05117
426,43.95893,74.44705
427,44.0377,99.7186
428,44.18934,207.38724
429,44.43251,108.69201
430,44.60124,889.81408
431,44.86281,213.82797
432,44.88014,839.93771
433,44.91124,53.51721
434,44.9378,218.19022
435,45.01902,718.07824
436,45.03105,561.41982
437,45.30838,208.72117
438,45.32879,693.36544
439,45.39777,925.67268
440,45.6937,41.39207
441,45.70147,82.3581
442,45.76509,50.66495
443,45.77693,26.40247
444,45.83109,839.31838
445,45.86105,409.65187
446,45.86628,621.45924
447,45.9653,272.29382
448,46.27668,850.00987
449,46.28547,842.9728
450,46.43451,233.45174
451,46.54794,804.21281
452,46.61248,581.77929
453,46.62338,676.68538
454,46.62546,372.66046
455,46.71848,138.31679
456,46.72384,587.04204
457,46.82467,385.15272
458,46.86884,932.61835
459,47.00452,754.5475
460,47.1665,304.30423
461,47.17858,749.59293
462,47.46477,386.13457
463,47.71992,553.9375
464,47.72251,662.55089
465,47.77145,526.7692
466,47.78402,910.84329
467,47.79256,344.55032
468,47.88401,432.46054
469,47.97132,112.00468
470,48.03435,815.34833
471,48.18616,624.91602
472,48.31935,852.90998
473,48.40635,439.30285
474,48.40988,782.66097
475,48.48193,250.31277
476,48.49979,178.29927
477,48.52612,559.19352
478,48.5903,641.13782
479,48.94878,349.76696
480,48.98874,718.08325
481,49.01824,408.65553
482,49.08454,46.20879
483,49.24402,264.91068
484,49.60125,864.23911
485,49.92454,563.66198
486,49.99645,259.27694
487,49.99901,795.05954
488,50.07966,137.8985
489,50.17488,775.84151
490,50.53603,477.87303
491,50.58768,420.27011
492,50.59787,274.46857
493,50.60026,834.19166
494,50.77474,640.00975
495,51.1083,453.4735
496,51.11783,911.20612
497,51.16839,779.30598
498,51.17323,834.20436
499,51.43398,880.97369
500,51.47293,731.31151
501,51.50439,173.34935
502,51.56149,112.58509
503,51.67166,913.89389
504,51.80349,494.4855
505,51.81424,100.70416
506,52.02999,640.57757
507,52.03747,733.66199
508,52.11943,13.92513
509,52.16974,858.44909
510,52.35326,687.96592
511,52.37805,678.83537
512,52.48739,164.19564
513,52.51484,657.31242
514,52.54422,385.57497
515,52.72786,668.05529
516,52.8204,811.87814
517,52.90974,983.5572
518,53.09861,241.88987
519,53.13764,560.80069
520,53.23985,393.88912
521,53.29114,550.02599
522,53.30056,897.49555
523,53.4329,989.13171
524,53.53835,996.78777
525,53.57429,805.48071
526,53.64296,20.45984
527,53.74381,498.89465
528,53.77623,382.36759
529,53.79838,997.32711
530,53.80153,592.38293
531,53.86565,342.71135
532,54.00183,178.0995
533,54.06546,19.80888
534,54.08716,584.10874
535,54.21554,332.36212
536,54.27329,704.83533
537,54.35353,228.05978
538,54.44372,250.67435
539,55.10926,997.61879
540,55.11782,544.78011
541,55.1563,239.79259
542,55.35191,741.11768
543,55.5152,316.97766
544,55.64869,731.67766
545,55.66028,525.21936
546,55.71858,353.83644
